algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count,avg_runtime,perf_variation
rand,CoMD,3,0,0,1024,80,36.821,16,41.928767322834645,5.107767322834647
spr,CoMD,4,0,1,1024,80,35.1891,16,41.281371812080536,6.092271812080533
pak,CoMD,4,0,1,1024,80,36.198,16,41.379472666666665,5.181472666666664
rand,CoMD,4,0,1,1024,80,35.9367,16,41.928767322834645,5.992067322834643
spr,CoMD,5,0,2,1024,80,35.698,16,41.281371812080536,5.583371812080536
pak,CoMD,5,0,2,1024,80,37.4651,16,41.379472666666665,3.914372666666665
rand,CoMD,5,0,2,1024,80,34.5509,16,41.928767322834645,7.377867322834646
spr,CoMD,1,2,0,1024,115,38.0822,16,41.281371812080536,3.199171812080536
pak,CoMD,1,2,0,1024,115,36.7162,16,41.379472666666665,4.663272666666664
rand,CoMD,1,2,0,1024,115,37.6346,16,41.928767322834645,4.294167322834646
spr,CoMD,2,1,0,1024,115,35.4092,16,41.281371812080536,5.872171812080538
pak,CoMD,2,1,0,1024,115,37.1682,16,41.379472666666665,4.211272666666666
rand,CoMD,2,1,0,1024,115,38.4601,16,41.928767322834645,3.468667322834648
spr,CoMD,3,0,0,1024,115,35.8288,16,41.281371812080536,5.452571812080535
pak,CoMD,3,0,0,1024,115,37.5257,16,41.379472666666665,3.8537726666666643
rand,CoMD,3,0,0,1024,115,34.8489,16,41.928767322834645,7.0798673228346445
spr,CoMD,4,0,1,1024,115,35.5572,16,41.281371812080536,5.7241718120805345
pak,CoMD,4,0,1,1024,115,34.3682,16,41.379472666666665,7.011272666666663
rand,CoMD,4,0,1,1024,115,36.2863,16,41.928767322834645,5.642467322834648
spr,CoMD,5,0,2,1024,115,34.064,16,41.281371812080536,7.217371812080536
pak,CoMD,5,0,2,1024,115,38.4839,16,41.379472666666665,2.8955726666666664
rand,CoMD,5,0,2,1024,115,35.3527,16,41.928767322834645,6.576067322834646
spr,CoMD,1,2,0,1024,64,44.3303,20,41.281371812080536,3.048928187919465
pak,CoMD,1,2,0,1024,64,44.3378,20,41.379472666666665,2.9583273333333366
rand,CoMD,1,2,0,1024,64,46.86,20,41.928767322834645,4.9312326771653545
spr,CoMD,2,1,0,1024,64,44.6707,20,41.281371812080536,3.3893281879194603
pak,CoMD,2,1,0,1024,64,43.6901,20,41.379472666666665,2.3106273333333363
rand,CoMD,2,1,0,1024,64,45.6361,20,41.928767322834645,3.707332677165354
spr,CoMD,3,0,0,1024,64,43.5413,20,41.281371812080536,2.2599281879194635
pak,CoMD,3,0,0,1024,64,43.221,20,41.379472666666665,1.8415273333333317
rand,CoMD,3,0,0,1024,64,44.2601,20,41.928767322834645,2.3313326771653564
spr,CoMD,4,0,1,1024,64,43.1713,20,41.281371812080536,1.889928187919466
pak,CoMD,4,0,1,1024,64,42.8289,20,41.379472666666665,1.4494273333333325
rand,CoMD,4,0,1,1024,64,44.4572,20,41.928767322834645,2.5284326771653554
spr,CoMD,5,0,2,1024,64,44.1631,20,41.281371812080536,2.881728187919464
pak,CoMD,5,0,2,1024,64,42.7853,20,41.379472666666665,1.4058273333333346
rand,CoMD,5,0,2,1024,64,44.2862,20,41.928767322834645,2.357432677165356
spr,CoMD,1,2,0,1024,80,41.5173,20,41.281371812080536,0.23592818791946257
pak,CoMD,1,2,0,1024,80,39.0518,20,41.379472666666665,2.3276726666666647
rand,CoMD,1,2,0,1024,80,41.3779,20,41.928767322834645,0.5508673228346481
spr,CoMD,2,1,0,1024,80,40.6267,20,41.281371812080536,0.6546718120805366
pak,CoMD,2,1,0,1024,80,38.9458,20,41.379472666666665,2.4336726666666664
rand,CoMD,2,1,0,1024,80,40.6925,20,41.928767322834645,1.2362673228346424
spr,CoMD,3,0,0,1024,80,38.4687,20,41.281371812080536,2.812671812080538
pak,CoMD,3,0,0,1024,80,38.2962,20,41.379472666666665,3.083272666666666
rand,CoMD,3,0,0,1024,80,40.209,20,41.928767322834645,1.7197673228346417
spr,CoMD,4,0,1,1024,80,39.0739,20,41.281371812080536,2.2074718120805343
pak,CoMD,4,0,1,1024,80,37.9236,20,41.379472666666665,3.4558726666666644
rand,CoMD,4,0,1,1024,80,38.8476,20,41.928767322834645,3.081167322834645
spr,CoMD,5,0,2,1024,80,38.3113,20,41.281371812080536,2.9700718120805334
pak,CoMD,5,0,2,1024,80,38.1166,20,41.379472666666665,3.2628726666666665
rand,CoMD,5,0,2,1024,80,38.774,20,41.928767322834645,3.154767322834644
spr,CoMD,1,2,0,1024,115,40.4938,20,41.281371812080536,0.787571812080536
