algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count,perf_variation
rand,CoMD,2,1,0,2048,115,37.5024,16,4.10293851717902
spr,CoMD,3,0,0,2048,115,37.4595,16,4.145838517179023
rand,CoMD,3,0,0,2048,115,35.2575,16,6.347838517179021
spr,CoMD,4,0,1,2048,115,35.8689,16,5.736438517179025
rand,CoMD,4,0,1,2048,115,35.0739,16,6.531438517179019
spr,CoMD,5,0,2,2048,115,36.0545,16,5.550838517179024
rand,CoMD,5,0,2,2048,115,34.8114,16,6.793938517179022
spr,CoMD,1,2,0,2048,64,46.5589,20,4.95356148282098
rand,CoMD,1,2,0,2048,64,47.375,20,5.769661482820979
spr,CoMD,2,1,0,2048,64,44.4378,20,2.8324614828209818
rand,CoMD,2,1,0,2048,64,46.9223,20,5.316961482820979
spr,CoMD,3,0,0,2048,64,43.8443,20,2.238961482820976
rand,CoMD,3,0,0,2048,64,44.9305,20,3.325161482820981
spr,CoMD,4,0,1,2048,64,44.6764,20,3.07106148282098
rand,CoMD,4,0,1,2048,64,43.7321,20,2.1267614828209815
spr,CoMD,5,0,2,2048,64,43.965,20,2.3596614828209823
rand,CoMD,5,0,2,2048,64,44.5437,20,2.93836148282098
spr,CoMD,1,2,0,2048,80,40.4719,20,1.133438517179023
rand,CoMD,1,2,0,2048,80,42.6215,20,1.0161614828209764
spr,CoMD,2,1,0,2048,80,40.2416,20,1.3637385171790228
rand,CoMD,2,1,0,2048,80,41.1283,20,0.47703851717901813
spr,CoMD,3,0,0,2048,80,39.2577,20,2.3476385171790213
rand,CoMD,3,0,0,2048,80,40.307,20,1.298338517179019
spr,CoMD,4,0,1,2048,80,40.3566,20,1.2487385171790208
spr,CoMD,5,0,2,2048,80,40.187,20,1.4183385171790235
rand,CoMD,5,0,2,2048,80,40.6015,20,1.0038385171790196
spr,CoMD,1,2,0,2048,115,42.4383,20,0.832961482820977
rand,CoMD,1,2,0,2048,115,42.0331,20,0.42776148282097637
spr,CoMD,2,1,0,2048,115,39.5815,20,2.0238385171790227
rand,CoMD,2,1,0,2048,115,41.782,20,0.17666148282097538
spr,CoMD,3,0,0,2048,115,38.7363,20,2.869038517179021
rand,CoMD,3,0,0,2048,115,40.707,20,0.8983385171790204
spr,CoMD,4,0,1,2048,115,38.8765,20,2.728838517179021
rand,CoMD,4,0,1,2048,115,38.9586,20,2.646738517179024
spr,CoMD,5,0,2,2048,115,38.3115,20,3.2938385171790188
rand,CoMD,5,0,2,2048,115,38.9924,20,2.6129385171790176
spr,CoMD,1,2,0,2048,64,51.0753,24,9.469961482820977
rand,CoMD,1,2,0,2048,64,52.7451,24,11.13976148282098
spr,CoMD,2,1,0,2048,64,51.1077,24,9.50236148282098
rand,CoMD,2,1,0,2048,64,52.4962,24,10.89086148282098
spr,CoMD,3,0,0,2048,64,49.5452,24,7.93986148282098
rand,CoMD,3,0,0,2048,64,50.8022,24,9.196861482820978
spr,CoMD,4,0,1,2048,64,49.8279,24,8.222561482820979
rand,CoMD,4,0,1,2048,64,48.8213,24,7.21596148282098
spr,CoMD,5,0,2,2048,64,48.5808,24,6.975461482820982
rand,CoMD,5,0,2,2048,64,49.3487,24,7.74336148282098
spr,CoMD,1,2,0,2048,80,44.0644,24,2.459061482820978
rand,CoMD,1,2,0,2048,80,46.6303,24,5.024961482820977
spr,CoMD,2,1,0,2048,80,43.3464,24,1.7410614828209816
rand,CoMD,2,1,0,2048,80,44.7024,24,3.097061482820976
spr,CoMD,3,0,0,2048,80,42.2666,24,0.6612614828209757
rand,CoMD,3,0,0,2048,80,43.9204,24,2.3150614828209797
spr,CoMD,4,0,1,2048,80,41.8031,24,0.1977614828209795
rand,CoMD,4,0,1,2048,80,42.9464,24,1.341061482820976
spr,CoMD,5,0,2,2048,80,41.7527,24,0.14736148282097616
rand,CoMD,5,0,2,2048,80,41.9113,24,0.305961482820976
spr,CoMD,1,2,0,2048,115,42.8109,24,1.2055614828209755
rand,CoMD,1,2,0,2048,115,43.7456,24,2.140261482820982
spr,CoMD,2,1,0,2048,115,42.3904,24,0.7850614828209785
rand,CoMD,2,1,0,2048,115,42.9753,24,1.369961482820976
spr,CoMD,3,0,0,2048,115,40.5533,24,1.052038517179021
rand,CoMD,3,0,0,2048,115,40.7913,24,0.8140385171790214
spr,CoMD,4,0,1,2048,115,40.39,24,1.2153385171790205
rand,CoMD,4,0,1,2048,115,39.8476,24,1.7577385171790212
spr,CoMD,5,0,2,2048,115,39.5416,24,2.0637385171790186
rand,CoMD,5,0,2,2048,115,39.7374,24,1.8679385171790202
pak,CoMD,1,2,0,2048,64,41.7099,16,0.10456148282097644
pak,CoMD,2,1,0,2048,64,40.9394,16,0.665938517179022
pak,CoMD,3,0,0,2048,64,41.1958,16,0.4095385171790227
pak,CoMD,4,0,1,2048,64,40.7279,16,0.8774385171790229
pak,CoMD,5,0,2,2048,64,41.7516,16,0.14626148282098228
pak,CoMD,1,2,0,2048,80,38.9581,16,2.6472385171790194
pak,CoMD,2,1,0,2048,80,37.7471,16,3.858238517179018
pak,CoMD,3,0,0,2048,80,39.9433,16,1.6620385171790204
pak,CoMD,4,0,1,2048,80,38.4931,16,3.112238517179023
pak,CoMD,5,0,2,2048,80,38.3937,16,3.2116385171790185
pak,CoMD,1,2,0,2048,115,37.19,16,4.415338517179023
pak,CoMD,2,1,0,2048,115,38.0957,16,3.5096385171790203
pak,CoMD,3,0,0,2048,115,38.8678,16,2.7375385171790185
pak,CoMD,4,0,1,2048,115,39.8723,16,1.7330385171790184
pak,CoMD,5,0,2,2048,115,38.8318,16,2.77353851717902
pak,CoMD,1,2,0,2048,64,47.5113,20,5.905961482820977
pak,CoMD,2,1,0,2048,64,46.438,20,4.832661482820981
pak,CoMD,3,0,0,2048,64,47.4087,20,5.803361482820982
pak,CoMD,4,0,1,2048,64,47.0473,20,5.441961482820979
pak,CoMD,5,0,2,2048,64,46.8363,20,5.23096148282098
pak,CoMD,1,2,0,2048,80,42.638,20,1.032661482820977
pak,CoMD,2,1,0,2048,80,41.232,20,0.3733385171790218
pak,CoMD,3,0,0,2048,80,40.5848,20,1.0205385171790198
pak,CoMD,4,0,1,2048,80,39.8476,20,1.7577385171790212
pak,CoMD,5,0,2,2048,80,40.5907,20,1.0146385171790229
pak,CoMD,1,2,0,2048,115,40.7372,20,0.8681385171790197
pak,CoMD,2,1,0,2048,115,41.2628,20,0.3425385171790225
pak,CoMD,3,0,0,2048,115,40.1823,20,1.4230385171790232
pak,CoMD,4,0,1,2048,115,39.5353,20,2.0700385171790217
pak,CoMD,5,0,2,2048,115,39.6914,20,1.9139385171790195
pak,CoMD,1,2,0,2048,64,53.0328,24,11.42746148282098
pak,CoMD,2,1,0,2048,64,52.0963,24,10.490961482820978
pak,CoMD,3,0,0,2048,64,51.6919,24,10.086561482820976
pak,CoMD,4,0,1,2048,64,51.1507,24,9.54536148282098
pak,CoMD,5,0,2,2048,64,50.3127,24,8.707361482820978
pak,CoMD,1,2,0,2048,80,44.8226,24,3.2172614828209802
pak,CoMD,2,1,0,2048,80,45.3754,24,3.770061482820978
pak,CoMD,3,0,0,2048,80,43.2538,24,1.6484614828209772
pak,CoMD,4,0,1,2048,80,43.3305,24,1.7251614828209796
pak,CoMD,5,0,2,2048,80,43.621,24,2.015661482820981
pak,CoMD,1,2,0,2048,115,42.544,24,0.9386614828209758
pak,CoMD,2,1,0,2048,115,41.1025,24,0.502838517179022
pak,CoMD,3,0,0,2048,115,40.8737,24,0.7316385171790216
pak,CoMD,4,0,1,2048,115,39.7504,24,1.854938517179022
pak,CoMD,5,0,2,2048,115,40.8223,24,0.7830385171790226
spr,CoMD,1,2,0,4096,64,53.3861,24,11.780761482820978
spr,CoMD,2,1,0,4096,64,51.9343,24,10.32896148282098
spr,CoMD,3,0,0,4096,64,49.9514,24,8.346061482820978
spr,CoMD,4,0,1,4096,64,51.5202,24,9.914861482820982
spr,CoMD,5,0,2,4096,64,50.1449,24,8.539561482820979
spr,CoMD,1,2,0,4096,80,43.5086,24,1.9032614828209802
spr,CoMD,2,1,0,4096,80,42.9284,24,1.3230614828209823
spr,CoMD,3,0,0,4096,80,43.0374,24,1.432061482820977
spr,CoMD,4,0,1,4096,80,42.949,24,1.343661482820977
spr,CoMD,5,0,2,4096,80,42.6373,24,1.0319614828209822
spr,CoMD,1,2,0,4096,115,41.5466,24,0.05873851717902312
spr,CoMD,2,1,0,4096,115,41.8704,24,0.2650614828209754
spr,CoMD,3,0,0,4096,115,40.271,24,1.3343385171790203
spr,CoMD,4,0,1,4096,115,40.3945,24,1.2108385171790204
spr,CoMD,5,0,2,4096,115,40.1542,24,1.451138517179018
rand,CoMD,1,2,0,4096,64,53.7733,24,12.167961482820978
rand,CoMD,2,1,0,4096,64,53.2943,24,11.688961482820979
rand,CoMD,3,0,0,4096,64,50.9117,24,9.306361482820982
rand,CoMD,4,0,1,4096,64,50.8083,24,9.202961482820982
rand,CoMD,5,0,2,4096,64,51.2533,24,9.647961482820982
rand,CoMD,1,2,0,4096,80,47.0717,24,5.466361482820979
rand,CoMD,2,1,0,4096,80,44.7369,24,3.1315614828209775
rand,CoMD,3,0,0,4096,80,43.7992,24,2.193861482820978
rand,CoMD,4,0,1,4096,80,43.5718,24,1.966461482820982
rand,CoMD,5,0,2,4096,80,43.7844,24,2.179061482820977
rand,CoMD,1,2,0,4096,115,43.1496,24,1.5442614828209784
rand,CoMD,2,1,0,4096,115,41.9693,24,0.36396148282097585
rand,CoMD,3,0,0,4096,115,41.2716,24,0.3337385171790217
rand,CoMD,4,0,1,4096,115,40.1849,24,1.4204385171790221
rand,CoMD,5,0,2,4096,115,40.5063,24,1.099038517179018
pak,CoMD,1,2,0,4096,64,54.4034,24,12.798061482820977
pak,CoMD,2,1,0,4096,64,52.7167,24,11.111361482820982
pak,CoMD,3,0,0,4096,64,51.5611,24,9.955761482820982
pak,CoMD,4,0,1,4096,64,52.0969,24,10.491561482820977
pak,CoMD,5,0,2,4096,64,51.7525,24,10.147161482820977
pak,CoMD,1,2,0,4096,80,46.5075,24,4.902161482820979
pak,CoMD,2,1,0,4096,80,45.4208,24,3.8154614828209787
pak,CoMD,3,0,0,4096,80,43.9699,24,2.3645614828209816
pak,CoMD,4,0,1,4096,80,44.1151,24,2.509761482820977
pak,CoMD,5,0,2,4096,80,44.3072,24,2.7018614828209806
pak,CoMD,1,2,0,4096,115,42.4216,24,0.8162614828209769
pak,CoMD,2,1,0,4096,115,42.0062,24,0.40086148282097867
pak,CoMD,3,0,0,4096,115,41.1639,24,0.44143851717902294
pak,CoMD,4,0,1,4096,115,41.1271,24,0.47823851717902244
pak,CoMD,5,0,2,4096,115,40.4947,24,1.1106385171790194
rand,CoMD,1,2,0,4096,64,53.0326,24,11.427261482820981
rand,CoMD,2,1,0,4096,64,52.4224,24,10.817061482820982
rand,CoMD,3,0,0,4096,64,53.3235,24,11.718161482820982
rand,CoMD,4,0,1,4096,64,52.244,24,10.638661482820979
rand,CoMD,5,0,2,4096,64,51.0051,24,9.399761482820978
rand,CoMD,1,2,0,4096,80,45.395,24,3.789661482820982
rand,CoMD,2,1,0,4096,80,44.6929,24,3.0875614828209805
rand,CoMD,3,0,0,4096,80,43.9619,24,2.356561482820979
rand,CoMD,4,0,1,4096,80,44.1497,24,2.5443614828209817
rand,CoMD,5,0,2,4096,80,44.06,24,2.454661482820981
rand,CoMD,1,2,0,4096,115,42.8223,24,1.2169614828209774
rand,CoMD,2,1,0,4096,115,42.287,24,0.6816614828209779
rand,CoMD,3,0,0,4096,115,41.2657,24,0.3396385171790186
rand,CoMD,4,0,1,4096,115,41.039,24,0.5663385171790196
rand,CoMD,5,0,2,4096,115,40.2221,24,1.3832385171790236
pak,amr,3,0,0,1024,115,19.166615,16,15.517550186046506
rand,amr,3,0,0,1024,115,21.435721,16,13.248444186046505
spr,amr,3,0,0,1024,115,19.829775,16,14.854390186046505
pak,amr,4,0,1,1024,115,18.208409,16,16.475756186046507
rand,amr,4,0,1,1024,115,18.414487,16,16.269678186046505
spr,amr,4,0,1,1024,115,18.642451,16,16.041714186046505
pak,amr,5,0,2,1024,115,18.088542,16,16.595623186046506
rand,amr,5,0,2,1024,115,18.333897,16,16.350268186046506
spr,amr,5,0,2,1024,115,18.602113,16,16.082052186046507
pak,amr,2,1,0,1024,115,23.148787,16,11.535378186046508
rand,amr,2,1,0,1024,115,29.211005,16,5.473160186046506
spr,amr,2,1,0,1024,115,23.792556,16,10.891609186046505
pak,amr,1,2,0,1024,115,26.260273,16,8.423892186046505
rand,amr,1,2,0,1024,115,58.01635,16,23.332184813953496
spr,amr,1,2,0,1024,115,38.185979,16,3.501813813953497
pak,amr,3,0,0,1024,64,19.952118,16,14.732047186046508
rand,amr,3,0,0,1024,64,22.376354,16,12.307811186046507
spr,amr,3,0,0,1024,64,20.742239,16,13.941926186046505
pak,amr,4,0,1,1024,64,19.229608,16,15.454557186046507
rand,amr,4,0,1,1024,64,19.15169,16,15.532475186046508
spr,amr,4,0,1,1024,64,19.389987,16,15.294178186046505
pak,amr,5,0,2,1024,64,19.222309,16,15.461856186046507
rand,amr,5,0,2,1024,64,19.137164,16,15.547001186046508
spr,amr,5,0,2,1024,64,19.580916,16,15.103249186046508
pak,amr,2,1,0,1024,64,24.241972,16,10.442193186046506
rand,amr,2,1,0,1024,64,29.971552,16,4.712613186046507
spr,amr,2,1,0,1024,64,24.74149,16,9.942675186046507
pak,amr,1,2,0,1024,64,26.897351,16,7.786814186046506
rand,amr,1,2,0,1024,64,63.166172,16,28.482006813953497
spr,amr,1,2,0,1024,64,37.000997,16,2.316831813953492
pak,amr,3,0,0,1024,80,19.115038,16,15.569127186046508
rand,amr,3,0,0,1024,80,20.690467,16,13.993698186046505
spr,amr,3,0,0,1024,80,19.932133,16,14.752032186046506
pak,amr,4,0,1,1024,80,18.049316,16,16.634849186046505
rand,amr,4,0,1,1024,80,18.292256,16,16.391909186046508
spr,amr,4,0,1,1024,80,18.667027,16,16.017138186046505
pak,amr,5,0,2,1024,80,18.307009,16,16.377156186046506
rand,amr,5,0,2,1024,80,17.915701,16,16.768464186046508
spr,amr,5,0,2,1024,80,18.554638,16,16.129527186046506
pak,amr,2,1,0,1024,80,23.149841,16,11.534324186046508
rand,amr,2,1,0,1024,80,26.877236,16,7.806929186046506
spr,amr,2,1,0,1024,80,23.745256,16,10.938909186046505
pak,amr,1,2,0,1024,80,26.263266,16,8.420899186046505
rand,amr,1,2,0,1024,80,52.876797,16,18.192631813953497
spr,amr,1,2,0,1024,80,35.919106,16,1.234940813953493
pak,amr,3,0,0,1024,115,25.59238,20,9.091785186046508
rand,amr,3,0,0,1024,115,30.846757,20,3.837408186046506
spr,amr,3,0,0,1024,115,29.016918,20,5.667247186046506
pak,amr,4,0,1,1024,115,25.328406,20,9.355759186046505
rand,amr,4,0,1,1024,115,25.360067,20,9.324098186046506
spr,amr,4,0,1,1024,115,24.92399,20,9.760175186046506
pak,amr,5,0,2,1024,115,24.860136,20,9.824029186046506
rand,amr,5,0,2,1024,115,24.829715,20,9.854450186046506
spr,amr,5,0,2,1024,115,24.985161,20,9.699004186046505
pak,amr,2,1,0,1024,115,28.770043,20,5.914122186046505
rand,amr,2,1,0,1024,115,42.239672,20,7.555506813953492
spr,amr,2,1,0,1024,115,36.18398,20,1.499814813953492
pak,amr,1,2,0,1024,115,30.974489,20,3.709676186046508
rand,amr,1,2,0,1024,115,78.425741,20,43.741575813953496
spr,amr,1,2,0,1024,115,51.123886,20,16.439720813953492
pak,amr,3,0,0,1024,64,27.363653,20,7.320512186046507
rand,amr,3,0,0,1024,64,31.529764,20,3.154401186046506
spr,amr,3,0,0,1024,64,30.408392,20,4.275773186046507
pak,amr,4,0,1,1024,64,26.859601,20,7.824564186046505
rand,amr,4,0,1,1024,64,28.356926,20,6.327239186046505
spr,amr,4,0,1,1024,64,26.957506,20,7.726659186046508
pak,amr,5,0,2,1024,64,26.887887,20,7.796278186046507
rand,amr,5,0,2,1024,64,27.479674,20,7.204491186046507
spr,amr,5,0,2,1024,64,26.724109,20,7.960056186046508
pak,amr,2,1,0,1024,64,30.43959,20,4.244575186046507
rand,amr,2,1,0,1024,64,42.192848,20,7.508682813953492
spr,amr,2,1,0,1024,64,38.252565,20,3.5683998139534907
pak,amr,1,2,0,1024,64,32.464688,20,2.219477186046504
rand,amr,1,2,0,1024,64,86.993731,20,52.30956581395349
spr,amr,1,2,0,1024,64,52.918376,20,18.234210813953496
pak,amr,3,0,0,1024,80,26.301434,20,8.382731186046506
rand,amr,3,0,0,1024,80,30.777476,20,3.9066891860465063
spr,amr,3,0,0,1024,80,29.316828,20,5.367337186046505
pak,amr,4,0,1,1024,80,25.069587,20,9.614578186046508
rand,amr,4,0,1,1024,80,25.455073,20,9.229092186046508
spr,amr,4,0,1,1024,80,25.310039,20,9.374126186046507
pak,amr,5,0,2,1024,80,25.439382,20,9.244783186046508
rand,amr,5,0,2,1024,80,25.190724,20,9.493441186046507
spr,amr,5,0,2,1024,80,25.169174,20,9.514991186046505
pak,amr,2,1,0,1024,80,29.335252,20,5.348913186046506
rand,amr,2,1,0,1024,80,45.635948,20,10.951782813953493
spr,amr,2,1,0,1024,80,36.950135,20,2.2659698139534967
pak,amr,1,2,0,1024,80,31.294239,20,3.3899261860465053
rand,amr,1,2,0,1024,80,75.901117,20,41.21695181395349
spr,amr,1,2,0,1024,80,51.798124,20,17.113958813953495
pak,amr,3,0,0,1024,115,24.782244,24,9.901921186046508
rand,amr,3,0,0,1024,115,29.622614,24,5.061551186046508
spr,amr,3,0,0,1024,115,26.459719,24,8.224446186046507
pak,amr,4,0,1,1024,115,24.147812,24,10.536353186046508
rand,amr,4,0,1,1024,115,23.886262,24,10.797903186046508
spr,amr,4,0,1,1024,115,23.907669,24,10.776496186046508
pak,amr,5,0,2,1024,115,23.59863,24,11.085535186046506
rand,amr,5,0,2,1024,115,23.973956,24,10.710209186046505
spr,amr,5,0,2,1024,115,23.721134,24,10.963031186046507
pak,amr,2,1,0,1024,115,26.406626,24,8.277539186046507
rand,amr,2,1,0,1024,115,35.963469,24,1.2793038139534971
spr,amr,2,1,0,1024,115,31.643477,24,3.0406881860465056
pak,amr,1,2,0,1024,115,27.495005,24,7.189160186046507
rand,amr,1,2,0,1024,115,58.745723,24,24.061557813953492
spr,amr,1,2,0,1024,115,36.66405,24,1.9798848139534968
pak,amr,3,0,0,1024,64,28.698821,24,5.9853441860465075
rand,amr,3,0,0,1024,64,32.659314,24,2.0248511860465044
spr,amr,3,0,0,1024,64,29.895194,24,4.788971186046506
pak,amr,4,0,1,1024,64,27.656983,24,7.027182186046506
rand,amr,4,0,1,1024,64,29.002287,24,5.681878186046507
spr,amr,4,0,1,1024,64,28.439986,24,6.244179186046505
pak,amr,5,0,2,1024,64,27.972271,24,6.711894186046507
rand,amr,5,0,2,1024,64,28.844767,24,5.839398186046505
spr,amr,5,0,2,1024,64,28.031521,24,6.652644186046505
pak,amr,2,1,0,1024,64,30.189649,24,4.494516186046507
rand,amr,2,1,0,1024,64,40.493627,24,5.80946181395349
spr,amr,2,1,0,1024,64,35.021473,24,0.33730781395349396
pak,amr,1,2,0,1024,64,31.0494,24,3.634765186046508
rand,amr,1,2,0,1024,64,52.924854,24,18.240688813953497
spr,amr,1,2,0,1024,64,40.009655,24,5.325489813953496
pak,amr,3,0,0,1024,80,25.747924,24,8.936241186046505
rand,amr,3,0,0,1024,80,30.958572,24,3.725593186046506
spr,amr,3,0,0,1024,80,27.998035,24,6.686130186046505
pak,amr,4,0,1,1024,80,25.002446,24,9.681719186046507
rand,amr,4,0,1,1024,80,24.881779,24,9.802386186046505
spr,amr,4,0,1,1024,80,24.913453,24,9.770712186046506
pak,amr,5,0,2,1024,80,25.282687,24,9.401478186046507
rand,amr,5,0,2,1024,80,24.982654,24,9.701511186046506
spr,amr,5,0,2,1024,80,25.297199,24,9.386966186046507
pak,amr,2,1,0,1024,80,27.779328,24,6.904837186046507
rand,amr,2,1,0,1024,80,36.752208,24,2.0680428139534968
spr,amr,2,1,0,1024,80,32.589622,24,2.094543186046508
pak,amr,1,2,0,1024,80,28.612562,24,6.071603186046506
rand,amr,1,2,0,1024,80,71.90338,24,37.21921481395349
spr,amr,1,2,0,1024,80,37.831681,24,3.147515813953497
pak,amr,3,0,0,2048,115,21.854543,16,12.829622186046507
rand,amr,3,0,0,2048,115,22.79783,16,11.886335186046505
spr,amr,3,0,0,2048,115,21.924475,16,12.759690186046505
pak,amr,4,0,1,2048,115,19.692218,16,14.991947186046506
rand,amr,4,0,1,2048,115,19.543157,16,15.141008186046506
spr,amr,4,0,1,2048,115,19.818344,16,14.865821186046507
pak,amr,5,0,2,2048,115,19.634138,16,15.050027186046506
rand,amr,5,0,2,2048,115,19.607898,16,15.076267186046508
spr,amr,5,0,2,2048,115,19.661473,16,15.022692186046505
pak,amr,2,1,0,2048,115,27.125267,16,7.558898186046505
rand,amr,2,1,0,2048,115,29.891039,16,4.793126186046507
spr,amr,2,1,0,2048,115,27.833127,16,6.851038186046505
pak,amr,1,2,0,2048,115,48.106301,16,13.422135813953496
rand,amr,1,2,0,2048,115,71.719871,16,37.03570581395349
spr,amr,1,2,0,2048,115,50.547093,16,15.86292781395349
pak,amr,3,0,0,2048,64,22.524677,16,12.159488186046506
rand,amr,3,0,0,2048,64,23.558561,16,11.125604186046505
spr,amr,3,0,0,2048,64,22.936198,16,11.747967186046505
pak,amr,4,0,1,2048,64,20.971295,16,13.712870186046505
rand,amr,4,0,1,2048,64,21.300377,16,13.383788186046505
spr,amr,4,0,1,2048,64,20.709901,16,13.974264186046508
pak,amr,5,0,2,2048,64,20.886512,16,13.797653186046507
rand,amr,5,0,2,2048,64,20.989838,16,13.694327186046507
spr,amr,5,0,2,2048,64,21.04077,16,13.643395186046508
pak,amr,2,1,0,2048,64,28.353293,16,6.330872186046506
rand,amr,2,1,0,2048,64,32.150837,16,2.5333281860465036
spr,amr,2,1,0,2048,64,29.098393,16,5.585772186046505
pak,amr,1,2,0,2048,64,48.842436,16,14.158270813953493
rand,amr,1,2,0,2048,64,59.338378,16,24.654212813953492
spr,amr,1,2,0,2048,64,51.220656,16,16.536490813953492
pak,amr,3,0,0,2048,80,21.60758,16,13.076585186046508
rand,amr,3,0,0,2048,80,21.831094,16,12.853071186046506
spr,amr,3,0,0,2048,80,22.238003,16,12.446162186046507
pak,amr,4,0,1,2048,80,19.544674,16,15.139491186046506
rand,amr,4,0,1,2048,80,19.950869,16,14.733296186046505
spr,amr,4,0,1,2048,80,19.637611,16,15.046554186046507
pak,amr,5,0,2,2048,80,19.595008,16,15.089157186046506
rand,amr,5,0,2,2048,80,19.86492,16,14.819245186046505
spr,amr,5,0,2,2048,80,19.587732,16,15.096433186046507
pak,amr,2,1,0,2048,80,27.090642,16,7.593523186046507
rand,amr,2,1,0,2048,80,29.901299,16,4.782866186046505
spr,amr,2,1,0,2048,80,28.173341,16,6.510824186046506
pak,amr,1,2,0,2048,80,47.719345,16,13.03517981395349
rand,amr,1,2,0,2048,80,71.588846,16,36.9046808139535
spr,amr,1,2,0,2048,80,50.592232,16,15.908066813953496
pak,amr,3,0,0,2048,115,29.887734,24,4.796431186046508
rand,amr,3,0,0,2048,115,33.356677,24,1.3274881860465086
spr,amr,3,0,0,2048,115,31.566266,24,3.1178991860465075
pak,amr,4,0,1,2048,115,29.083436,24,5.600729186046507
rand,amr,4,0,1,2048,115,28.649882,24,6.034283186046505
spr,amr,4,0,1,2048,115,28.81245,24,5.871715186046508
pak,amr,5,0,2,2048,115,28.540548,24,6.143617186046505
rand,amr,5,0,2,2048,115,28.281623,24,6.402542186046507
spr,amr,5,0,2,2048,115,28.623321,24,6.060844186046506
pak,amr,2,1,0,2048,115,35.370485,24,0.6863198139534958
rand,amr,2,1,0,2048,115,43.511716,24,8.827550813953494
spr,amr,2,1,0,2048,115,37.901199,24,3.217033813953492
pak,amr,1,2,0,2048,115,39.412995,24,4.728829813953496
rand,amr,1,2,0,2048,115,66.909672,24,32.225506813953494
spr,amr,1,2,0,2048,115,46.999481,24,12.315315813953497
pak,amr,3,0,0,2048,64,34.507387,24,0.17677818604650497
rand,amr,3,0,0,2048,64,38.520758,24,3.8365928139534944
spr,amr,3,0,0,2048,64,35.914208,24,1.2300428139534958
pak,amr,4,0,1,2048,64,34.090524,24,0.5936411860465043
rand,amr,4,0,1,2048,64,33.864792,24,0.819373186046505
spr,amr,4,0,1,2048,64,33.900938,24,0.7832271860465099
pak,amr,5,0,2,2048,64,34.42273,24,0.26143518604650495
rand,amr,5,0,2,2048,64,34.13291,24,0.5512551860465038
spr,amr,5,0,2,2048,64,33.532743,24,1.1514221860465028
pak,amr,2,1,0,2048,64,39.060553,24,4.376387813953492
rand,amr,2,1,0,2048,64,50.338289,24,15.654123813953497
spr,amr,2,1,0,2048,64,41.990263,24,7.3060978139534924
pak,amr,1,2,0,2048,64,42.926846,24,8.242680813953491
rand,amr,1,2,0,2048,64,63.837206,24,29.153040813953496
spr,amr,1,2,0,2048,64,52.182386,24,17.498220813953495
pak,amr,3,0,0,2048,80,31.255197,24,3.4289681860465073
rand,amr,3,0,0,2048,80,35.758578,24,1.0744128139534936
spr,amr,3,0,0,2048,80,32.472716,24,2.211449186046508
pak,amr,4,0,1,2048,80,30.035685,24,4.6484801860465055
rand,amr,4,0,1,2048,80,30.194577,24,4.4895881860465074
spr,amr,4,0,1,2048,80,29.689617,24,4.994548186046508
pak,amr,5,0,2,2048,80,30.465785,24,4.218380186046506
rand,amr,5,0,2,2048,80,30.415951,24,4.268214186046507
spr,amr,5,0,2,2048,80,29.780691,24,4.903474186046505
pak,amr,2,1,0,2048,80,36.998692,24,2.314526813953492
rand,amr,2,1,0,2048,80,47.964017,24,13.279851813953492
spr,amr,2,1,0,2048,80,38.800081,24,4.115915813953492
pak,amr,1,2,0,2048,80,40.287481,24,5.603315813953493
rand,amr,1,2,0,2048,80,94.803246,24,60.119080813953495
spr,amr,1,2,0,2048,80,48.385159,24,13.700993813953495
spr,amr,1,2,0,4096,115,21.845839,16,12.838326186046505
pak,amr,3,0,0,4096,64,22.962469,16,11.721696186046508
rand,amr,3,0,0,4096,64,22.821373,16,11.862792186046505
spr,amr,3,0,0,4096,64,22.926552,16,11.757613186046505
pak,amr,4,0,1,4096,64,22.849682,16,11.834483186046505
rand,amr,4,0,1,4096,64,22.748681,16,11.935484186046505
spr,amr,4,0,1,4096,64,22.745784,16,11.938381186046506
pak,amr,5,0,2,4096,64,22.864067,16,11.820098186046508
rand,amr,5,0,2,4096,64,22.838752,16,11.845413186046507
spr,amr,5,0,2,4096,64,22.855129,16,11.829036186046505
pak,amr,2,1,0,4096,64,23.10746,16,11.576705186046507
rand,amr,2,1,0,4096,64,23.01912,16,11.665045186046505
spr,amr,2,1,0,4096,64,23.348404,16,11.335761186046508
pak,amr,1,2,0,4096,64,23.042462,16,11.641703186046506
rand,amr,1,2,0,4096,64,23.011469,16,11.672696186046505
spr,amr,1,2,0,4096,64,23.077748,16,11.606417186046507
pak,amr,3,0,0,4096,80,21.706201,16,12.977964186046506
rand,amr,3,0,0,4096,80,21.758306,16,12.925859186046505
spr,amr,3,0,0,4096,80,21.93455,16,12.749615186046505
pak,amr,4,0,1,4096,80,21.625801,16,13.058364186046507
rand,amr,4,0,1,4096,80,21.613259,16,13.070906186046507
spr,amr,4,0,1,4096,80,21.668164,16,13.016001186046505
pak,amr,5,0,2,4096,80,21.699427,16,12.984738186046506
rand,amr,5,0,2,4096,80,21.635981,16,13.048184186046505
spr,amr,5,0,2,4096,80,21.605888,16,13.078277186046506
pak,amr,2,1,0,4096,80,22.104679,16,12.579486186046505
