algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count,perf_variation
pak,cg,5,0,2,4096,115,19.79,24,11.686364583333336
rand,cg,5,0,2,4096,115,19.56,24,11.916364583333337
spr,cg,5,0,2,4096,115,19.75,24,11.726364583333336
pak,cg,2,1,0,4096,115,13.57,16,17.906364583333335
pak,cg,2,1,0,4096,115,13.52,16,17.956364583333336
rand,cg,2,1,0,4096,115,13.52,16,17.956364583333336
rand,cg,2,1,0,4096,115,13.52,16,17.956364583333336
spr,cg,2,1,0,4096,115,13.52,16,17.956364583333336
spr,cg,2,1,0,4096,115,13.55,16,17.926364583333335
pak,cg,2,1,0,4096,115,23.07,20,8.406364583333335
pak,cg,2,1,0,4096,115,23.17,20,8.306364583333334
rand,cg,2,1,0,4096,115,25.45,20,6.026364583333336
rand,cg,2,1,0,4096,115,30.54,20,0.9363645833333365
spr,cg,2,1,0,4096,115,24.01,20,7.466364583333334
spr,cg,2,1,0,4096,115,23.99,20,7.486364583333337
pak,cg,2,1,0,4096,115,27.41,24,4.0663645833333355
rand,cg,2,1,0,4096,115,29.17,24,2.306364583333334
spr,cg,2,1,0,4096,115,26.8,24,4.676364583333335
pak,cg,1,2,0,4096,115,13.52,16,17.956364583333336
pak,cg,1,2,0,4096,115,13.59,16,17.886364583333336
rand,cg,1,2,0,4096,115,13.39,16,18.086364583333335
rand,cg,1,2,0,4096,115,13.53,16,17.946364583333335
spr,cg,1,2,0,4096,115,13.53,16,17.946364583333335
spr,cg,1,2,0,4096,115,13.53,16,17.946364583333335
pak,cg,1,2,0,4096,115,32.16,20,0.6836354166666609
pak,cg,1,2,0,4096,115,32.15,20,0.6736354166666629
rand,cg,1,2,0,4096,115,42.33,20,10.853635416666663
rand,cg,1,2,0,4096,115,44.01,20,12.533635416666662
spr,cg,1,2,0,4096,115,32.58,20,1.1036354166666626
spr,cg,1,2,0,4096,115,32.58,20,1.1036354166666626
pak,cg,1,2,0,4096,115,44.49,24,13.013635416666666
rand,cg,1,2,0,4096,115,49.36,24,17.883635416666664
spr,cg,1,2,0,4096,115,36.66,24,5.183635416666661
pak,cg,3,0,0,4096,64,13.76,16,17.716364583333338
pak,cg,3,0,0,4096,64,13.68,16,17.796364583333336
rand,cg,3,0,0,4096,64,13.79,16,17.686364583333336
rand,cg,3,0,0,4096,64,13.77,16,17.706364583333336
spr,cg,3,0,0,4096,64,13.78,16,17.696364583333335
spr,cg,3,0,0,4096,64,13.75,16,17.726364583333336
pak,cg,3,0,0,4096,64,18.51,20,12.966364583333334
pak,cg,3,0,0,4096,64,18.54,20,12.936364583333336
rand,cg,3,0,0,4096,64,18.76,20,12.716364583333334
rand,cg,3,0,0,4096,64,18.69,20,12.786364583333334
spr,cg,3,0,0,4096,64,19.16,20,12.316364583333336
spr,cg,3,0,0,4096,64,19.14,20,12.336364583333335
pak,cg,3,0,0,4096,64,21.48,24,9.996364583333335
pak,cg,3,0,0,4096,64,21.35,24,10.126364583333334
rand,cg,3,0,0,4096,64,21.53,24,9.946364583333335
rand,cg,3,0,0,4096,64,21.69,24,9.786364583333334
spr,cg,3,0,0,4096,64,22.36,24,9.116364583333336
spr,cg,3,0,0,4096,64,22.25,24,9.226364583333336
pak,cg,4,0,1,4096,64,13.81,16,17.666364583333333
pak,cg,4,0,1,4096,64,13.76,16,17.716364583333338
rand,cg,4,0,1,4096,64,13.75,16,17.726364583333336
rand,cg,4,0,1,4096,64,13.78,16,17.696364583333335
spr,cg,4,0,1,4096,64,13.81,16,17.666364583333333
spr,cg,4,0,1,4096,64,13.82,16,17.656364583333335
pak,cg,4,0,1,4096,64,18.45,20,13.026364583333336
pak,cg,4,0,1,4096,64,18.46,20,13.016364583333335
rand,cg,4,0,1,4096,64,18.28,20,13.196364583333335
rand,cg,4,0,1,4096,64,18.49,20,12.986364583333337
spr,cg,4,0,1,4096,64,18.8,20,12.676364583333335
spr,cg,4,0,1,4096,64,18.79,20,12.686364583333336
pak,cg,4,0,1,4096,64,20.98,24,10.496364583333335
pak,cg,4,0,1,4096,64,20.88,24,10.596364583333337
rand,cg,4,0,1,4096,64,20.69,24,10.786364583333334
rand,cg,4,0,1,4096,64,20.91,24,10.566364583333336
spr,cg,4,0,1,4096,64,21.06,24,10.416364583333337
spr,cg,4,0,1,4096,64,21.34,24,10.136364583333336
pak,cg,5,0,2,4096,64,13.78,16,17.696364583333335
pak,cg,5,0,2,4096,64,13.79,16,17.686364583333336
rand,cg,5,0,2,4096,64,13.74,16,17.736364583333334
rand,cg,5,0,2,4096,64,13.77,16,17.706364583333336
spr,cg,5,0,2,4096,64,13.83,16,17.646364583333337
spr,cg,5,0,2,4096,64,13.79,16,17.686364583333336
pak,cg,5,0,2,4096,64,18.47,20,13.006364583333337
pak,cg,5,0,2,4096,64,18.47,20,13.006364583333337
rand,cg,5,0,2,4096,64,18.45,20,13.026364583333336
rand,cg,5,0,2,4096,64,18.54,20,12.936364583333336
spr,cg,5,0,2,4096,64,18.71,20,12.766364583333335
spr,cg,5,0,2,4096,64,18.75,20,12.726364583333336
pak,cg,5,0,2,4096,64,20.9,24,10.576364583333337
pak,cg,5,0,2,4096,64,20.91,24,10.566364583333336
rand,cg,5,0,2,4096,64,20.74,24,10.736364583333337
rand,cg,5,0,2,4096,64,21.0,24,10.476364583333336
spr,cg,5,0,2,4096,64,21.14,24,10.336364583333335
spr,cg,5,0,2,4096,64,21.26,24,10.216364583333334
pak,cg,2,1,0,4096,64,13.91,16,17.566364583333336
pak,cg,2,1,0,4096,64,13.86,16,17.616364583333336
rand,cg,2,1,0,4096,64,13.86,16,17.616364583333336
rand,cg,2,1,0,4096,64,13.87,16,17.606364583333338
spr,cg,2,1,0,4096,64,13.91,16,17.566364583333336
spr,cg,2,1,0,4096,64,13.88,16,17.596364583333333
pak,cg,2,1,0,4096,64,23.61,20,7.866364583333336
pak,cg,2,1,0,4096,64,23.57,20,7.906364583333335
rand,cg,2,1,0,4096,64,24.79,20,6.6863645833333365
rand,cg,2,1,0,4096,64,25.17,20,6.306364583333334
spr,cg,2,1,0,4096,64,24.53,20,6.9463645833333345
spr,cg,2,1,0,4096,64,24.58,20,6.896364583333337
pak,cg,2,1,0,4096,64,28.26,24,3.216364583333334
pak,cg,2,1,0,4096,64,28.31,24,3.166364583333337
rand,cg,2,1,0,4096,64,29.36,24,2.116364583333336
rand,cg,2,1,0,4096,64,30.62,24,0.8563645833333347
spr,cg,2,1,0,4096,64,27.73,24,3.746364583333335
spr,cg,2,1,0,4096,64,27.83,24,3.6463645833333374
pak,cg,1,2,0,4096,64,13.88,16,17.596364583333333
pak,cg,1,2,0,4096,64,13.89,16,17.586364583333335
rand,cg,1,2,0,4096,64,13.9,16,17.576364583333337
rand,cg,1,2,0,4096,64,13.87,16,17.606364583333338
spr,cg,1,2,0,4096,64,13.91,16,17.566364583333336
spr,cg,1,2,0,4096,64,13.89,16,17.586364583333335
pak,cg,1,2,0,4096,64,32.76,20,1.2836354166666624
pak,cg,1,2,0,4096,64,32.57,20,1.0936354166666646
rand,cg,1,2,0,4096,64,39.75,20,8.273635416666664
rand,cg,1,2,0,4096,64,55.43,20,23.953635416666664
spr,cg,1,2,0,4096,64,33.47,20,1.9936354166666632
spr,cg,1,2,0,4096,64,33.43,20,1.953635416666664
pak,cg,1,2,0,4096,64,45.3,24,13.823635416666662
pak,cg,1,2,0,4096,64,45.59,24,14.113635416666668
rand,cg,1,2,0,4096,64,50.0,24,18.523635416666664
rand,cg,1,2,0,4096,64,56.06,24,24.583635416666667
spr,cg,1,2,0,4096,64,37.9,24,6.423635416666663
spr,cg,1,2,0,4096,64,38.07,24,6.593635416666665
pak,cg,3,0,0,4096,80,13.46,16,18.016364583333335
pak,cg,3,0,0,4096,80,13.5,16,17.976364583333336
rand,cg,3,0,0,4096,80,13.41,16,18.066364583333336
rand,cg,3,0,0,4096,80,13.5,16,17.976364583333336
spr,cg,3,0,0,4096,80,13.41,16,18.066364583333336
spr,cg,3,0,0,4096,80,13.44,16,18.036364583333338
pak,cg,3,0,0,4096,80,18.03,20,13.446364583333335
pak,cg,3,0,0,4096,80,18.06,20,13.416364583333337
rand,cg,3,0,0,4096,80,18.38,20,13.096364583333337
rand,cg,3,0,0,4096,80,19.07,20,12.406364583333335
spr,cg,3,0,0,4096,80,18.7,20,12.776364583333336
spr,cg,3,0,0,4096,80,18.69,20,12.786364583333334
pak,cg,3,0,0,4096,80,20.8,24,10.676364583333335
rand,cg,3,0,0,4096,80,21.2,24,10.276364583333336
spr,cg,3,0,0,4096,80,21.41,24,10.066364583333336
pak,cg,4,0,1,4096,80,13.42,16,18.056364583333334
pak,cg,4,0,1,4096,80,13.45,16,18.026364583333336
rand,cg,4,0,1,4096,80,13.45,16,18.026364583333336
rand,cg,4,0,1,4096,80,13.48,16,17.996364583333335
spr,cg,4,0,1,4096,80,13.46,16,18.016364583333335
spr,cg,4,0,1,4096,80,13.42,16,18.056364583333334
pak,cg,4,0,1,4096,80,17.95,20,13.526364583333336
pak,cg,4,0,1,4096,80,17.93,20,13.546364583333336
rand,cg,4,0,1,4096,80,18.08,20,13.396364583333337
rand,cg,4,0,1,4096,80,17.94,20,13.536364583333334
spr,cg,4,0,1,4096,80,18.26,20,13.216364583333334
spr,cg,4,0,1,4096,80,17.97,20,13.506364583333337
pak,cg,4,0,1,4096,80,20.2,24,11.276364583333336
rand,cg,4,0,1,4096,80,19.96,24,11.516364583333335
spr,cg,4,0,1,4096,80,20.28,24,11.196364583333335
pak,cg,5,0,2,4096,80,13.49,16,17.986364583333334
pak,cg,5,0,2,4096,80,13.42,16,18.056364583333334
rand,cg,5,0,2,4096,80,13.44,16,18.036364583333338
rand,cg,5,0,2,4096,80,13.43,16,18.046364583333336
spr,cg,5,0,2,4096,80,13.44,16,18.036364583333338
spr,cg,5,0,2,4096,80,13.51,16,17.966364583333338
pak,cg,5,0,2,4096,80,17.89,20,13.586364583333335
pak,cg,5,0,2,4096,80,17.94,20,13.536364583333334
rand,cg,5,0,2,4096,80,18.02,20,13.456364583333336
rand,cg,5,0,2,4096,80,18.01,20,13.466364583333334
spr,cg,5,0,2,4096,80,18.05,20,13.426364583333335
spr,cg,5,0,2,4096,80,18.26,20,13.216364583333334
pak,cg,5,0,2,4096,80,20.18,24,11.296364583333336
rand,cg,5,0,2,4096,80,19.99,24,11.486364583333337
spr,cg,5,0,2,4096,80,20.33,24,11.146364583333337
pak,cg,2,1,0,4096,80,13.52,16,17.956364583333336
pak,cg,2,1,0,4096,80,13.55,16,17.926364583333335
rand,cg,2,1,0,4096,80,13.53,16,17.946364583333335
rand,cg,2,1,0,4096,80,13.51,16,17.966364583333338
spr,cg,2,1,0,4096,80,13.55,16,17.926364583333335
spr,cg,2,1,0,4096,80,13.52,16,17.956364583333336
pak,cg,2,1,0,4096,80,23.15,20,8.326364583333337
pak,cg,2,1,0,4096,80,23.2,20,8.276364583333336
rand,cg,2,1,0,4096,80,24.71,20,6.766364583333335
rand,cg,2,1,0,4096,80,26.15,20,5.326364583333337
spr,cg,2,1,0,4096,80,24.07,20,7.406364583333335
spr,cg,2,1,0,4096,80,24.11,20,7.366364583333336
pak,cg,2,1,0,4096,80,27.71,24,3.766364583333335
rand,cg,2,1,0,4096,80,30.25,24,1.2263645833333356
spr,cg,2,1,0,4096,80,27.21,24,4.266364583333335
pak,cg,1,2,0,4096,80,13.54,16,17.936364583333336
pak,cg,1,2,0,4096,80,13.51,16,17.966364583333338
rand,cg,1,2,0,4096,80,13.51,16,17.966364583333338
rand,cg,1,2,0,4096,80,13.56,16,17.916364583333333
spr,cg,1,2,0,4096,80,13.61,16,17.866364583333336
spr,cg,1,2,0,4096,80,13.52,16,17.956364583333336
pak,cg,1,2,0,4096,80,32.22,20,0.7436354166666632
pak,cg,1,2,0,4096,80,32.04,20,0.5636354166666635
rand,cg,1,2,0,4096,80,40.63,20,9.153635416666667
rand,cg,1,2,0,4096,80,37.37,20,5.893635416666662
spr,cg,1,2,0,4096,80,32.74,20,1.2636354166666663
spr,cg,1,2,0,4096,80,32.62,20,1.1436354166666618
pak,cg,1,2,0,4096,80,44.82,24,13.343635416666665
rand,cg,1,2,0,4096,80,45.94,24,14.463635416666662
spr,cg,1,2,0,4096,80,37.43,24,5.953635416666664
spr,CoMD,1,2,0,512,64,39.4856,16,2.119738517179023
pak,CoMD,1,2,0,512,64,35.8287,16,5.776638517179023
rand,CoMD,1,2,0,512,64,41.5681,16,0.037238517179019937
spr,CoMD,2,1,0,512,64,38.4217,16,3.18363851717902
pak,CoMD,2,1,0,512,64,37.8492,16,3.756138517179018
rand,CoMD,2,1,0,512,64,39.5879,16,2.0174385171790234
spr,CoMD,3,0,0,512,64,39.6499,16,1.9554385171790187
pak,CoMD,3,0,0,512,64,36.935,16,4.670338517179019
rand,CoMD,3,0,0,512,64,39.3345,16,2.2708385171790226
spr,CoMD,4,0,1,512,64,37.0282,16,4.577138517179023
pak,CoMD,4,0,1,512,64,36.8455,16,4.75983851717902
rand,CoMD,4,0,1,512,64,39.9155,16,1.6898385171790196
spr,CoMD,5,0,2,512,64,38.6121,16,2.993238517179023
pak,CoMD,5,0,2,512,64,37.0098,16,4.595538517179023
rand,CoMD,5,0,2,512,64,38.2594,16,3.3459385171790217
spr,CoMD,1,2,0,512,80,35.7045,16,5.900838517179018
pak,CoMD,1,2,0,512,80,34.0391,16,7.566238517179023
rand,CoMD,1,2,0,512,80,35.4028,16,6.202538517179022
spr,CoMD,2,1,0,512,80,34.8359,16,6.769438517179019
pak,CoMD,2,1,0,512,80,34.6894,16,6.915938517179022
rand,CoMD,2,1,0,512,80,37.3806,16,4.22473851717902
spr,CoMD,3,0,0,512,80,34.7461,16,6.859238517179023
pak,CoMD,3,0,0,512,80,33.8352,16,7.770138517179021
rand,CoMD,3,0,0,512,80,34.9554,16,6.649938517179024
spr,CoMD,4,0,1,512,80,33.9249,16,7.68043851717902
pak,CoMD,4,0,1,512,80,33.9109,16,7.694438517179023
rand,CoMD,4,0,1,512,80,33.9146,16,7.690738517179021
spr,CoMD,5,0,2,512,80,33.5766,16,8.028738517179022
pak,CoMD,5,0,2,512,80,35.3372,16,6.268138517179018
rand,CoMD,5,0,2,512,80,35.8816,16,5.723738517179022
pak,CoMD,1,2,0,512,115,34.8292,16,6.776138517179021
rand,CoMD,1,2,0,512,115,36.8576,16,4.747738517179023
spr,CoMD,2,1,0,512,115,36.0956,16,5.509738517179024
pak,CoMD,2,1,0,512,115,35.4795,16,6.1258385171790195
rand,CoMD,2,1,0,512,115,36.0533,16,5.552038517179021
spr,CoMD,3,0,0,512,115,34.0974,16,7.507938517179021
pak,CoMD,3,0,0,512,115,35.8808,16,5.72453851717902
rand,CoMD,3,0,0,512,115,34.5862,16,7.019138517179023
spr,CoMD,4,0,1,512,115,35.5614,16,6.043938517179022
pak,CoMD,4,0,1,512,115,35.0184,16,6.586938517179021
rand,CoMD,4,0,1,512,115,35.8466,16,5.758738517179019
spr,CoMD,5,0,2,512,115,34.822,16,6.783338517179018
pak,CoMD,5,0,2,512,115,33.401,16,8.204338517179018
rand,CoMD,5,0,2,512,115,35.644,16,5.961338517179023
spr,CoMD,1,2,0,512,64,46.1885,20,4.583161482820977
pak,CoMD,1,2,0,512,64,43.5869,20,1.9815614828209789
rand,CoMD,1,2,0,512,64,46.8202,20,5.214861482820979
spr,CoMD,2,1,0,512,64,44.6563,20,3.0509614828209806
pak,CoMD,2,1,0,512,64,42.8861,20,1.280761482820978
rand,CoMD,2,1,0,512,64,47.533,20,5.92766148282098
spr,CoMD,3,0,0,512,64,45.7244,20,4.119061482820982
pak,CoMD,3,0,0,512,64,43.1533,20,1.5479614828209805
rand,CoMD,3,0,0,512,64,44.7492,20,3.1438614828209808
spr,CoMD,4,0,1,512,64,44.1048,20,2.4994614828209762
pak,CoMD,4,0,1,512,64,42.6364,20,1.0310614828209808
rand,CoMD,4,0,1,512,64,43.5986,20,1.9932614828209765
spr,CoMD,5,0,2,512,64,45.1758,20,3.5704614828209813
pak,CoMD,5,0,2,512,64,42.8405,20,1.2351614828209776
rand,CoMD,5,0,2,512,64,43.9536,20,2.3482614828209805
spr,CoMD,1,2,0,512,80,39.919,20,1.6863385171790242
pak,CoMD,1,2,0,512,80,38.3182,20,3.2871385171790237
rand,CoMD,1,2,0,512,80,43.2692,20,1.6638614828209768
spr,CoMD,2,1,0,512,80,39.91,20,1.6953385171790245
pak,CoMD,2,1,0,512,80,39.2629,20,2.342438517179019
rand,CoMD,2,1,0,512,80,40.9692,20,0.6361385171790204
spr,CoMD,3,0,0,512,80,40.2167,20,1.388638517179018
pak,CoMD,3,0,0,512,80,38.2978,20,3.307538517179019
rand,CoMD,3,0,0,512,80,40.5704,20,1.0349385171790217
spr,CoMD,4,0,1,512,80,37.94,20,3.6653385171790234
pak,CoMD,4,0,1,512,80,38.2212,20,3.384138517179018
rand,CoMD,4,0,1,512,80,38.7279,20,2.877438517179023
spr,CoMD,5,0,2,512,80,38.533,20,3.07233851717902
pak,CoMD,5,0,2,512,80,38.251,20,3.3543385171790234
rand,CoMD,5,0,2,512,80,37.9083,20,3.697038517179024
spr,CoMD,1,2,0,512,115,40.764,20,0.8413385171790182
pak,CoMD,1,2,0,512,115,39.8226,20,1.7827385171790198
rand,CoMD,1,2,0,512,115,41.4232,20,0.18213851717901974
spr,CoMD,2,1,0,512,115,41.2631,20,0.34223851717901965
pak,CoMD,2,1,0,512,115,39.8446,20,1.7607385171790213
rand,CoMD,2,1,0,512,115,40.5709,20,1.0344385171790194
spr,CoMD,3,0,0,512,115,39.1163,20,2.4890385171790186
pak,CoMD,3,0,0,512,115,38.1473,20,3.4580385171790198
rand,CoMD,3,0,0,512,115,39.7956,20,1.8097385171790208
spr,CoMD,4,0,1,512,115,38.0234,20,3.581938517179019
pak,CoMD,4,0,1,512,115,37.3701,20,4.23523851717902
rand,CoMD,4,0,1,512,115,37.3837,20,4.221638517179024
spr,CoMD,5,0,2,512,115,37.9654,20,3.6399385171790186
pak,CoMD,5,0,2,512,115,37.7893,20,3.816038517179024
rand,CoMD,5,0,2,512,115,37.7376,20,3.8677385171790206
spr,CoMD,1,2,0,512,64,51.3931,24,9.787761482820976
pak,CoMD,1,2,0,512,64,47.3946,24,5.789261482820976
rand,CoMD,1,2,0,512,64,53.8891,24,12.283761482820978
spr,CoMD,2,1,0,512,64,51.3236,24,9.718261482820978
pak,CoMD,2,1,0,512,64,48.1787,24,6.573361482820978
rand,CoMD,2,1,0,512,64,50.5937,24,8.988361482820977
spr,CoMD,3,0,0,512,64,50.1271,24,8.521761482820978
pak,CoMD,3,0,0,512,64,47.6891,24,6.083761482820982
rand,CoMD,3,0,0,512,64,50.2685,24,8.663161482820982
spr,CoMD,4,0,1,512,64,49.3084,24,7.703061482820978
pak,CoMD,4,0,1,512,64,47.3286,24,5.7232614828209805
rand,CoMD,4,0,1,512,64,48.6047,24,6.99936148282098
spr,CoMD,5,0,2,512,64,49.8253,24,8.219961482820977
pak,CoMD,5,0,2,512,64,48.3123,24,6.706961482820979
rand,CoMD,5,0,2,512,64,49.1782,24,7.572861482820976
spr,CoMD,1,2,0,512,80,44.5447,24,2.9393614828209778
pak,CoMD,1,2,0,512,80,40.7837,24,0.8216385171790179
rand,CoMD,1,2,0,512,80,45.9374,24,4.332061482820976
spr,CoMD,2,1,0,512,80,43.3705,24,1.7651614828209787
pak,CoMD,2,1,0,512,80,40.9296,24,0.6757385171790204
rand,CoMD,2,1,0,512,80,43.5659,24,1.960561482820978
spr,CoMD,3,0,0,512,80,43.1641,24,1.5587614828209766
pak,CoMD,3,0,0,512,80,41.2325,24,0.3728385171790194
rand,CoMD,3,0,0,512,80,43.6065,24,2.001161482820976
spr,CoMD,4,0,1,512,80,41.1781,24,0.4272385171790205
pak,CoMD,4,0,1,512,80,41.2599,24,0.3454385171790193
rand,CoMD,4,0,1,512,80,42.0794,24,0.4740614828209786
spr,CoMD,5,0,2,512,80,41.8364,24,0.2310614828209765
pak,CoMD,5,0,2,512,80,41.3121,24,0.29323851717902016
rand,CoMD,5,0,2,512,80,41.1514,24,0.4539385171790187
spr,CoMD,1,2,0,512,115,42.073,24,0.4676614828209793
pak,CoMD,1,2,0,512,115,39.261,24,2.3443385171790183
rand,CoMD,1,2,0,512,115,44.694,24,3.0886614828209815
spr,CoMD,2,1,0,512,115,42.1447,24,0.5393614828209792
pak,CoMD,2,1,0,512,115,39.7869,24,1.8184385171790183
rand,CoMD,2,1,0,512,115,42.6796,24,1.0742614828209796
spr,CoMD,3,0,0,512,115,40.8211,24,0.7842385171790198
pak,CoMD,3,0,0,512,115,39.1388,24,2.4665385171790177
rand,CoMD,3,0,0,512,115,40.56,24,1.0453385171790188
spr,CoMD,4,0,1,512,115,39.2648,24,2.34053851717902
pak,CoMD,4,0,1,512,115,38.4736,24,3.1317385171790235
rand,CoMD,4,0,1,512,115,39.4218,24,2.1835385171790236
spr,CoMD,5,0,2,512,115,39.7904,24,1.8149385171790229
pak,CoMD,5,0,2,512,115,39.3817,24,2.223638517179019
rand,CoMD,5,0,2,512,115,39.3005,24,2.3048385171790216
rand,CoMD,1,2,0,512,64,40.5446,16,1.0607385171790185
rand,CoMD,2,1,0,512,64,38.3002,16,3.3051385171790244
rand,CoMD,3,0,0,512,64,37.5412,16,4.064138517179018
rand,CoMD,4,0,1,512,64,38.1761,16,3.429238517179023
rand,CoMD,5,0,2,512,64,37.2467,16,4.358638517179024
rand,CoMD,1,2,0,512,80,36.4466,16,5.1587385171790245
rand,CoMD,2,1,0,512,80,34.7423,16,6.863038517179021
rand,CoMD,3,0,0,512,80,35.0206,16,6.584738517179019
rand,CoMD,4,0,1,512,80,34.971,16,6.634338517179025
rand,CoMD,5,0,2,512,80,34.2762,16,7.329138517179018
rand,CoMD,1,2,0,512,115,37.1949,16,4.410438517179024
rand,CoMD,2,1,0,512,115,35.3526,16,6.252738517179019
rand,CoMD,3,0,0,512,115,35.208,16,6.397338517179023
rand,CoMD,4,0,1,512,115,34.56,16,7.045338517179019
rand,CoMD,5,0,2,512,115,33.9367,16,7.668638517179019
rand,CoMD,1,2,0,512,64,47.5484,20,5.94306148282098
rand,CoMD,2,1,0,512,64,46.6069,20,5.001561482820982
rand,CoMD,3,0,0,512,64,45.0535,20,3.4481614828209786
rand,CoMD,4,0,1,512,64,43.7073,20,2.1019614828209754
rand,CoMD,5,0,2,512,64,43.6,20,1.9946614828209803
rand,CoMD,1,2,0,512,80,41.7604,20,0.15506148282097598
rand,CoMD,2,1,0,512,80,42.5271,20,0.9217614828209761
rand,CoMD,3,0,0,512,80,40.123,20,1.4823385171790235
rand,CoMD,4,0,1,512,80,38.3758,20,3.229538517179023
rand,CoMD,5,0,2,512,80,38.4931,20,3.112238517179023
rand,CoMD,1,2,0,512,115,42.1792,20,0.5738614828209805
rand,CoMD,2,1,0,512,115,40.2207,20,1.3846385171790203
rand,CoMD,3,0,0,512,115,38.3543,20,3.251038517179019
rand,CoMD,4,0,1,512,115,37.2856,20,4.319738517179019
rand,CoMD,5,0,2,512,115,36.0056,20,5.59973851717902
rand,CoMD,1,2,0,512,64,51.0499,24,9.44456148282098
rand,CoMD,2,1,0,512,64,50.3551,24,8.749761482820979
rand,CoMD,3,0,0,512,64,49.4014,24,7.796061482820981
rand,CoMD,4,0,1,512,64,48.1675,24,6.562161482820976
rand,CoMD,5,0,2,512,64,46.7518,24,5.146461482820982
rand,CoMD,1,2,0,512,80,45.2929,24,3.687561482820982
rand,CoMD,2,1,0,512,80,44.7775,24,3.1721614828209823
rand,CoMD,3,0,0,512,80,42.786,24,1.1806614828209803
rand,CoMD,4,0,1,512,80,40.476,24,1.129338517179022
rand,CoMD,5,0,2,512,80,40.2799,24,1.3254385171790233
rand,CoMD,1,2,0,512,115,42.3952,24,0.7898614828209816
rand,CoMD,2,1,0,512,115,42.5873,24,0.981961482820978
rand,CoMD,3,0,0,512,115,40.1533,24,1.4520385171790195
rand,CoMD,4,0,1,512,115,39.133,24,2.4723385171790184
rand,CoMD,5,0,2,512,115,38.1979,24,3.407438517179024
spr,CoMD,1,2,0,1024,64,40.9101,16,0.6952385171790212
pak,CoMD,1,2,0,1024,64,39.2341,16,2.371238517179023
rand,CoMD,1,2,0,1024,64,40.8188,16,0.786538517179018
spr,CoMD,2,1,0,1024,64,38.9869,16,2.6184385171790225
pak,CoMD,2,1,0,1024,64,38.9423,16,2.663038517179018
rand,CoMD,2,1,0,1024,64,40.3028,16,1.3025385171790234
spr,CoMD,3,0,0,1024,64,38.7958,16,2.8095385171790213
pak,CoMD,3,0,0,1024,64,41.0643,16,0.5410385171790182
rand,CoMD,3,0,0,1024,64,39.336,16,2.2693385171790226
spr,CoMD,4,0,1,1024,64,38.8404,16,2.7649385171790186
pak,CoMD,4,0,1,1024,64,40.3092,16,1.296138517179024
rand,CoMD,4,0,1,1024,64,39.6615,16,1.9438385171790244
spr,CoMD,5,0,2,1024,64,38.8352,16,2.7701385171790207
pak,CoMD,5,0,2,1024,64,39.7455,16,1.8598385171790213
rand,CoMD,5,0,2,1024,64,38.7414,16,2.8639385171790224
spr,CoMD,1,2,0,1024,80,37.5018,16,4.103538517179018
pak,CoMD,1,2,0,1024,80,36.1795,16,5.425838517179024
rand,CoMD,1,2,0,1024,80,37.1474,16,4.457938517179024
spr,CoMD,2,1,0,1024,80,36.4532,16,5.152138517179019
pak,CoMD,2,1,0,1024,80,37.6545,16,3.9508385171790223
rand,CoMD,2,1,0,1024,80,38.9572,16,2.648138517179021
spr,CoMD,3,0,0,1024,80,36.4773,16,5.1280385171790215
pak,CoMD,3,0,0,1024,80,36.7382,16,4.867138517179022
rand,CoMD,3,0,0,1024,80,36.821,16,4.784338517179023
spr,CoMD,4,0,1,1024,80,35.1891,16,6.416238517179018
pak,CoMD,4,0,1,1024,80,36.198,16,5.407338517179021
rand,CoMD,4,0,1,1024,80,35.9367,16,5.668638517179019
spr,CoMD,5,0,2,1024,80,35.698,16,5.907338517179021
pak,CoMD,5,0,2,1024,80,37.4651,16,4.1402385171790215
rand,CoMD,5,0,2,1024,80,34.5509,16,7.0544385171790225
spr,CoMD,1,2,0,1024,115,38.0822,16,3.523138517179021
pak,CoMD,1,2,0,1024,115,36.7162,16,4.8891385171790205
rand,CoMD,1,2,0,1024,115,37.6346,16,3.970738517179022
spr,CoMD,2,1,0,1024,115,35.4092,16,6.196138517179023
pak,CoMD,2,1,0,1024,115,37.1682,16,4.437138517179022
rand,CoMD,2,1,0,1024,115,38.4601,16,3.145238517179024
spr,CoMD,3,0,0,1024,115,35.8288,16,5.77653851717902
pak,CoMD,3,0,0,1024,115,37.5257,16,4.079638517179021
rand,CoMD,3,0,0,1024,115,34.8489,16,6.756438517179021
spr,CoMD,4,0,1,1024,115,35.5572,16,6.048138517179019
pak,CoMD,4,0,1,1024,115,34.3682,16,7.2371385171790195
rand,CoMD,4,0,1,1024,115,36.2863,16,5.319038517179024
spr,CoMD,5,0,2,1024,115,34.064,16,7.541338517179021
pak,CoMD,5,0,2,1024,115,38.4839,16,3.1214385171790227
rand,CoMD,5,0,2,1024,115,35.3527,16,6.252638517179022
spr,CoMD,1,2,0,1024,64,44.3303,20,2.72496148282098
pak,CoMD,1,2,0,1024,64,44.3378,20,2.7324614828209803
rand,CoMD,1,2,0,1024,64,46.86,20,5.254661482820978
spr,CoMD,2,1,0,1024,64,44.6707,20,3.0653614828209754
pak,CoMD,2,1,0,1024,64,43.6901,20,2.08476148282098
rand,CoMD,2,1,0,1024,64,45.6361,20,4.030761482820978
spr,CoMD,3,0,0,1024,64,43.5413,20,1.9359614828209786
pak,CoMD,3,0,0,1024,64,43.221,20,1.6156614828209754
